 Negtive; Neutral;Positive;compound;sentimen
0.119;0.562;0.319;0.69;positif
0.168;0.761;0.071;-0.7717;negatif
0.417;0.583;0.0;-0.875;negatif
0.107;0.739;0.154;0.4588;positif
0.5;0.5;0.0;-0.9001;negatif
0.345;0.655;0.0;-0.875;negatif
0.444;0.556;0.0;-0.9595;negatif
0.314;0.628;0.059;-0.7964;negatif
0.332;0.55;0.118;-0.7227;negatif
0.071;0.929;0.0;-0.296;negatif
0.136;0.789;0.075;-0.6249;negatif
0.087;0.742;0.171;0.3182;positif
0.043;0.916;0.041;-0.0258;negatif
0.145;0.813;0.042;-0.4404;negatif
0.563;0.437;0.0;-0.9217;negatif
0.345;0.541;0.115;-0.7783;negatif
0.141;0.455;0.404;0.6369;positif
0.402;0.598;0.0;-0.8126;negatif
0.059;0.886;0.055;-0.0534;negatif
0.182;0.818;0.0;-0.4365;negatif
0.115;0.723;0.162;0.2211;positif
0.086;0.833;0.081;-0.0516;negatif
0.125;0.772;0.103;-0.1531;negatif
0.099;0.901;0.0;-0.5267;negatif
0.131;0.801;0.068;-0.4767;negatif
0.209;0.791;0.0;-0.5719;negatif
0.084;0.744;0.171;0.3612;positif
0.1;0.762;0.138;0.0772;positif
0.206;0.762;0.032;-0.8181;negatif
0.179;0.751;0.07;-0.7964;negatif
0.21;0.749;0.042;-0.8779;negatif
0.201;0.735;0.064;-0.8625;negatif
0.166;0.81;0.024;-0.8481;negatif
0.141;0.831;0.028;-0.6187;negatif
0.174;0.649;0.177;0.0332;positif
0.193;0.736;0.072;-0.7269;negatif
0.132;0.814;0.054;-0.4588;negatif
0.27;0.424;0.306;-0.34;negatif
0.16;0.792;0.048;-0.7506;negatif
0.143;0.675;0.181;-0.0258;negatif
0.168;0.769;0.062;-0.4404;negatif
0.185;0.667;0.148;-0.5413;negatif
0.071;0.714;0.214;0.699;positif
0.0;0.839;0.161;0.3612;positif
0.229;0.712;0.059;-0.9246;negatif
0.177;0.709;0.114;-0.5118;negatif
0.15;0.769;0.081;-0.5584;negatif
0.091;0.909;0.0;-0.5423;negatif
0.354;0.646;0.0;-0.9287;negatif
0.171;0.797;0.032;-0.6782;negatif
0.178;0.822;0.0;-0.7829;negatif
0.156;0.642;0.202;0.0;neutral
0.0;0.694;0.306;0.5267;positif
0.131;0.811;0.058;-0.4404;negatif
0.19;0.754;0.056;-0.7003;negatif
0.124;0.8;0.076;-0.3182;negatif
0.089;0.84;0.071;-0.1779;negatif
0.0;0.871;0.129;0.5994;positif
0.192;0.682;0.126;-0.4767;negatif
0.061;0.939;0.0;-0.5267;negatif
0.272;0.56;0.168;-0.5994;negatif
0.369;0.539;0.092;-0.8834;negatif
0.415;0.447;0.138;-0.7783;negatif
0.281;0.661;0.058;-0.8442;negatif
0.102;0.781;0.117;-0.128;negatif
0.195;0.744;0.061;-0.5149;negatif
0.085;0.877;0.038;-0.4404;negatif
0.157;0.751;0.092;-0.2263;negatif
0.105;0.712;0.183;0.3612;positif
0.114;0.886;0.0;-0.5994;negatif
0.236;0.739;0.025;-0.9231;negatif
0.077;0.864;0.059;-0.2023;negatif
0.07;0.9;0.031;-0.4404;negatif
0.148;0.739;0.113;-0.3818;negatif
0.155;0.773;0.073;-0.5574;negatif
0.121;0.783;0.096;-0.1779;negatif
0.0;0.859;0.141;0.5574;positif
0.066;0.812;0.122;0.4404;positif
0.135;0.637;0.227;0.3182;positif
0.067;0.933;0.0;-0.5267;negatif
0.089;0.842;0.068;-0.2023;negatif
0.197;0.769;0.034;-0.7775;negatif
0.061;0.784;0.155;0.6486;positif
0.157;0.648;0.194;0.2023;positif
0.0;0.882;0.118;0.6249;positif
0.155;0.776;0.068;-0.4404;negatif
0.38;0.62;0.0;-0.9584;negatif
0.167;0.833;0.0;-0.7783;negatif
0.096;0.761;0.144;0.1779;positif
0.068;0.862;0.07;-0.2263;negatif
0.074;0.893;0.033;-0.4404;negatif
0.116;0.884;0.0;-0.5267;negatif
0.165;0.799;0.036;-0.743;negatif
0.077;0.923;0.0;-0.5267;negatif
0.088;0.779;0.132;0.1779;positif
0.63;0.37;0.0;-0.5267;negatif
0.079;0.86;0.06;-0.2023;negatif
0.18;0.82;0.0;-0.765;negatif
0.062;0.729;0.209;0.7964;positif
0.099;0.754;0.148;0.1779;positif
0.107;0.818;0.075;-0.25;negatif
0.165;0.777;0.058;-0.6597;negatif
0.105;0.774;0.121;-0.128;negatif
0.264;0.62;0.116;-0.4404;negatif
0.283;0.604;0.113;-0.8481;negatif
0.217;0.701;0.083;-0.4767;negatif
0.112;0.839;0.049;-0.7003;negatif
0.071;0.898;0.031;-0.4404;negatif
0.069;0.87;0.061;-0.34;negatif
0.102;0.898;0.0;-0.7783;negatif
0.108;0.813;0.078;-0.4404;negatif
0.107;0.846;0.047;-0.4404;negatif
0.085;0.823;0.092;-0.1779;negatif
0.079;0.858;0.063;-0.1779;negatif
0.159;0.773;0.068;-0.5994;negatif
0.132;0.817;0.051;-0.7351;negatif
0.118;0.856;0.026;-0.7506;negatif
0.071;0.856;0.073;-0.2263;negatif
0.152;0.695;0.152;0.0;neutral
0.134;0.866;0.0;-0.6939;negatif
0.086;0.914;0.0;-0.5267;negatif
0.123;0.812;0.065;-0.6369;negatif
0.137;0.81;0.053;-0.5574;negatif
0.327;0.52;0.153;-0.8658;negatif
0.063;0.909;0.028;-0.4404;negatif
0.178;0.822;0.0;-0.8807;negatif
0.059;0.941;0.0;-0.5267;negatif
0.121;0.816;0.064;-0.6369;negatif
0.249;0.751;0.0;-0.8625;negatif
0.155;0.803;0.041;-0.6597;negatif
0.081;0.861;0.057;-0.25;negatif
0.142;0.667;0.192;0.0516;positif
0.117;0.724;0.159;0.0516;positif
0.226;0.774;0.0;-0.7717;negatif
0.132;0.722;0.146;-0.0823;negatif
0.0;0.881;0.119;0.2263;positif
0.0;0.962;0.038;0.128;positif
0.155;0.79;0.055;-0.8225;negatif
0.241;0.638;0.121;-0.5267;negatif
0.215;0.57;0.215;0.0;neutral
0.212;0.788;0.0;-0.8316;negatif
0.226;0.774;0.0;-0.8807;negatif
0.128;0.807;0.066;-0.6486;negatif
0.073;0.86;0.067;-0.0772;negatif
0.211;0.683;0.106;-0.4019;negatif
0.193;0.807;0.0;-0.8834;negatif
0.076;0.924;0.0;-0.2263;negatif
0.321;0.519;0.16;-0.5267;negatif
0.18;0.737;0.083;-0.4877;negatif
0.204;0.796;0.0;-0.7845;negatif
0.058;0.849;0.093;0.2716;positif
0.163;0.674;0.163;0.0;neutral
0.201;0.799;0.0;-0.7783;negatif
0.081;0.883;0.036;-0.4404;negatif
0.062;0.881;0.057;-0.0772;negatif
0.121;0.814;0.065;-0.5456;negatif
0.114;0.67;0.216;0.469;positif
0.34;0.66;0.0;-0.7717;negatif
0.0;0.92;0.08;0.5267;positif
0.163;0.766;0.072;-0.4404;negatif
0.08;0.847;0.073;-0.0772;negatif
0.0;0.695;0.305;0.8828;positif
0.0;0.807;0.193;0.6705;positif
0.054;0.922;0.024;-0.4404;negatif
0.383;0.489;0.128;-0.7783;negatif
0.114;0.886;0.0;-0.7783;negatif
0.141;0.859;0.0;-0.6939;negatif
0.174;0.826;0.0;-0.8519;negatif
0.135;0.749;0.116;-0.25;negatif
0.0;0.702;0.298;0.5267;positif
0.214;0.629;0.157;-0.2263;negatif
0.131;0.772;0.097;-0.2263;negatif
0.063;0.86;0.077;0.128;positif
0.402;0.392;0.206;-0.4588;negatif
0.199;0.736;0.065;-0.775;negatif
0.188;0.812;0.0;-0.7717;negatif
0.118;0.623;0.259;0.7204;positif
0.201;0.71;0.089;-0.4404;negatif
0.183;0.484;0.333;0.2023;positif
0.11;0.81;0.079;-0.4404;negatif
0.261;0.739;0.0;-0.7717;negatif
0.137;0.808;0.055;-0.6249;negatif
0.19;0.782;0.028;-0.8658;negatif
0.218;0.682;0.101;-0.5574;negatif
0.218;0.692;0.09;-0.5831;negatif
0.144;0.776;0.08;-0.4588;negatif
0.142;0.782;0.076;-0.4767;negatif
0.131;0.769;0.1;-0.2023;negatif
0.158;0.588;0.254;0.6249;positif
0.065;0.935;0.0;-0.5267;negatif
0.145;0.684;0.171;0.0516;positif
0.236;0.716;0.048;-0.8442;negatif
0.19;0.559;0.251;0.0516;positif
0.273;0.675;0.052;-0.93;negatif
0.0;0.871;0.129;0.5574;positif
0.144;0.796;0.06;-0.5994;negatif
0.125;0.826;0.05;-0.6249;negatif
0.053;0.757;0.19;0.836;positif
0.128;0.714;0.157;0.25;positif
0.283;0.717;0.0;-0.7717;negatif
0.195;0.759;0.047;-0.8228;negatif
0.0;0.917;0.083;0.4019;positif
0.182;0.74;0.078;-0.7783;negatif
0.0;0.847;0.153;0.7351;positif
0.079;0.718;0.204;0.5267;positif
0.147;0.563;0.29;0.5106;positif
0.251;0.701;0.048;-0.7579;negatif
0.248;0.752;0.0;-0.765;negatif
0.347;0.459;0.194;-0.7184;negatif
0.0;0.773;0.227;0.6124;positif
0.0;0.696;0.304;0.8074;positif
0.379;0.621;0.0;-0.9246;negatif
0.056;0.774;0.17;0.7096;positif
0.276;0.724;0.0;-0.7269;negatif
0.125;0.696;0.179;0.128;positif
0.187;0.726;0.087;-0.5574;negatif
0.215;0.696;0.089;-0.4588;negatif
0.354;0.208;0.438;0.2023;positif
0.209;0.491;0.301;0.128;positif
0.09;0.792;0.119;0.0258;positif
0.21;0.665;0.125;-0.3182;negatif
0.055;0.945;0.0;-0.1154;negatif
0.069;0.732;0.199;0.6582;positif
0.0;0.697;0.303;0.9169;positif
0.0;0.897;0.103;0.6597;positif
0.081;0.714;0.205;0.6369;positif
0.157;0.461;0.382;0.5994;positif
0.089;0.679;0.232;0.6705;positif
0.183;0.817;0.0;-0.8481;negatif
0.235;0.657;0.107;-0.5719;negatif
0.314;0.431;0.255;-0.4404;negatif
0.235;0.554;0.211;-0.1779;negatif
0.231;0.567;0.202;-0.3182;negatif
0.242;0.758;0.0;-0.8074;negatif
0.224;0.611;0.165;-0.2415;negatif
0.103;0.695;0.202;0.5106;positif
0.19;0.512;0.298;0.3818;positif
0.093;0.817;0.09;-0.0258;negatif
0.09;0.706;0.204;0.8442;positif
0.275;0.725;0.0;-0.6486;negatif
0.137;0.484;0.379;0.7184;positif
0.11;0.817;0.073;-0.2732;negatif
0.087;0.663;0.25;0.6597;positif
0.12;0.636;0.244;0.3612;positif
0.325;0.675;0.0;-0.6486;negatif
0.285;0.591;0.124;-0.4588;negatif
0.231;0.748;0.021;-0.9169;negatif
0.057;0.687;0.256;0.8716;positif
0.127;0.674;0.199;0.2263;positif
0.061;0.912;0.027;-0.4404;negatif
0.072;0.894;0.034;-0.4215;negatif
0.168;0.808;0.024;-0.872;negatif
0.139;0.694;0.167;-0.0772;negatif
0.0;0.758;0.242;0.8342;positif
0.067;0.85;0.083;-0.1154;negatif
0.168;0.657;0.176;-0.1559;negatif
0.239;0.507;0.253;-0.1048;negatif
0.214;0.692;0.094;-0.7717;negatif
0.057;0.911;0.032;-0.3612;negatif
0.114;0.738;0.148;0.0;neutral
0.0;0.931;0.069;0.25;positif
0.121;0.605;0.274;0.5106;positif
0.047;0.727;0.226;0.855;positif
0.299;0.701;0.0;-0.7506;negatif
0.135;0.754;0.111;-0.1531;negatif
0.046;0.735;0.219;0.7391;positif
0.089;0.867;0.044;-0.4086;negatif
0.0;0.744;0.256;0.8655;positif
0.16;0.84;0.0;-0.7096;negatif
0.129;0.722;0.148;-0.128;negatif
0.146;0.687;0.167;-0.128;negatif
0.192;0.763;0.045;-0.7351;negatif
0.195;0.751;0.055;-0.6249;negatif
0.242;0.731;0.027;-0.9201;negatif
0.196;0.692;0.112;-0.5994;negatif
0.195;0.69;0.115;-0.34;negatif
0.238;0.699;0.063;-0.7184;negatif
0.252;0.575;0.173;-0.4215;negatif
0.237;0.673;0.09;-0.8074;negatif
0.0;0.426;0.574;0.4019;positif
0.155;0.593;0.251;0.2755;positif
0.117;0.759;0.124;-0.3818;negatif
0.0;0.956;0.044;0.3384;positif
0.0;0.7;0.3;0.7717;positif
0.091;0.745;0.163;0.6124;positif
0.0;0.793;0.207;0.7184;positif
0.0;0.647;0.353;0.6659;positif
0.139;0.49;0.371;0.5719;positif
0.128;0.872;0.0;-0.296;negatif
0.077;0.797;0.125;0.0258;positif
0.224;0.776;0.0;-0.9274;negatif
0.193;0.807;0.0;-0.7717;negatif
0.067;0.891;0.042;-0.3182;negatif
0.055;0.86;0.084;0.2023;positif
0.09;0.847;0.063;-0.2516;negatif
0.133;0.703;0.164;-0.1027;negatif
0.139;0.735;0.127;-0.0772;negatif
0.136;0.737;0.127;-0.1027;negatif
0.093;0.907;0.0;-0.5267;negatif
0.25;0.75;0.0;-0.5667;negatif
0.124;0.509;0.367;0.6908;positif
0.097;0.778;0.125;0.1779;positif
0.076;0.87;0.055;-0.228;negatif
0.238;0.707;0.055;-0.8442;negatif
0.205;0.795;0.0;-0.7717;negatif
0.306;0.541;0.153;-0.5267;negatif
0.33;0.67;0.0;-0.7096;negatif
0.111;0.689;0.2;0.4019;positif
0.171;0.68;0.149;-0.2263;negatif
0.148;0.611;0.24;0.2732;positif
0.117;0.883;0.0;-0.6887;negatif
0.155;0.685;0.16;-0.2263;negatif
0.259;0.611;0.13;-0.5216;negatif
0.128;0.558;0.314;0.6519;positif
0.383;0.489;0.128;-0.7762;negatif
0.156;0.688;0.156;0.0;neutral
0.414;0.448;0.138;-0.7762;negatif
0.165;0.803;0.032;-0.7579;negatif
0.327;0.602;0.071;-0.9075;negatif
0.101;0.592;0.308;0.7184;positif
0.414;0.586;0.0;-0.872;negatif
0.382;0.618;0.0;-0.872;negatif
0.184;0.816;0.0;-0.6369;negatif
0.31;0.69;0.0;-0.9477;negatif
0.101;0.742;0.157;0.2263;positif
0.112;0.86;0.028;-0.6956;negatif
0.202;0.505;0.293;0.2263;positif
0.19;0.628;0.182;0.128;positif
0.096;0.73;0.174;0.4215;positif
0.092;0.815;0.092;0.0;neutral
0.222;0.588;0.19;-0.128;negatif
0.225;0.662;0.113;-0.5267;negatif
0.173;0.561;0.265;0.2023;positif
0.152;0.625;0.223;0.1531;positif
0.269;0.596;0.135;-0.5216;negatif
0.327;0.433;0.24;-0.4215;negatif
0.102;0.867;0.031;-0.5719;negatif
0.123;0.836;0.041;-0.5574;negatif
0.157;0.599;0.244;0.2263;positif
0.168;0.493;0.34;0.3597;positif
0.179;0.474;0.347;0.296;positif
0.212;0.375;0.412;0.296;positif
0.115;0.78;0.105;-0.0772;negatif
0.076;0.832;0.092;-0.079;negatif
0.155;0.775;0.07;-0.4939;negatif
0.088;0.831;0.081;-0.0772;negatif
0.066;0.934;0.0;-0.296;negatif
0.079;0.841;0.079;0.0;neutral
0.0;0.824;0.176;0.4168;positif
0.094;0.851;0.055;-0.2975;negatif
0.184;0.541;0.276;0.1779;positif
0.24;0.607;0.153;-0.6666;negatif
0.374;0.44;0.187;-0.5267;negatif
0.193;0.682;0.125;-0.296;negatif
0.192;0.537;0.271;0.2023;positif
0.181;0.638;0.181;0.0;neutral
0.309;0.455;0.236;-0.204;negatif
0.53;0.47;0.0;-0.9081;negatif
0.117;0.619;0.265;0.5106;positif
0.233;0.651;0.116;-0.5267;negatif
0.21;0.679;0.111;-0.3818;negatif
0.151;0.698;0.151;0.01;positif
0.379;0.311;0.31;-0.1706;negatif
0.573;0.427;0.0;-0.9022;negatif
0.51;0.49;0.0;-0.91;negatif
0.195;0.632;0.172;-0.1027;negatif
0.166;0.683;0.151;-0.0772;negatif
0.228;0.604;0.168;-0.2263;negatif
0.241;0.496;0.262;0.0772;positif
0.132;0.717;0.151;0.0;neutral
0.206;0.606;0.188;-0.0772;negatif
0.231;0.68;0.088;-0.4767;negatif
0.072;0.798;0.13;0.3657;positif
0.391;0.345;0.264;-0.2732;negatif
0.236;0.579;0.185;-0.4951;negatif
0.293;0.661;0.046;-0.8625;negatif
0.148;0.568;0.284;0.4767;positif
0.167;0.637;0.196;-0.1027;negatif
0.153;0.586;0.261;0.34;positif
0.088;0.777;0.135;0.4062;positif
0.176;0.74;0.084;-0.743;negatif
0.164;0.797;0.039;-0.7351;negatif
0.188;0.663;0.149;-0.1779;negatif
0.234;0.383;0.382;0.3231;positif
0.174;0.667;0.159;-0.0772;negatif
0.0;0.27;0.73;0.4019;positif
0.106;0.714;0.18;0.34;positif
0.291;0.513;0.197;-0.2732;negatif
0.187;0.495;0.319;0.34;positif
0.343;0.404;0.253;-0.2263;negatif
0.496;0.403;0.101;-0.8689;negatif
0.156;0.596;0.248;0.25;positif
0.149;0.614;0.237;0.25;positif
0.207;0.488;0.305;0.1531;positif
0.205;0.482;0.313;0.2023;positif
0.163;0.577;0.26;0.25;positif
0.246;0.362;0.391;0.25;positif
0.178;0.681;0.141;-0.1779;negatif
0.131;0.869;0.0;-0.6956;negatif
0.055;0.69;0.255;0.8591;positif
0.056;0.67;0.275;0.886;positif
0.219;0.668;0.113;-0.7684;negatif
0.086;0.758;0.157;0.2023;positif
0.091;0.831;0.078;-0.128;negatif
0.144;0.778;0.078;-0.34;negatif
0.097;0.831;0.072;-0.2263;negatif
0.459;0.541;0.0;-0.6249;negatif
0.214;0.786;0.0;-0.6636;negatif
0.136;0.806;0.058;-0.5267;negatif
0.0;0.793;0.207;0.5267;positif
0.075;0.752;0.173;0.5267;positif
0.34;0.556;0.105;-0.765;negatif
0.06;0.791;0.149;0.2732;positif
0.145;0.516;0.339;0.7096;positif
0.25;0.546;0.204;-0.1706;negatif
0.047;0.953;0.0;-0.296;negatif
0.077;0.863;0.06;-0.1761;negatif
0.093;0.748;0.159;0.34;positif
0.0;0.931;0.069;0.3818;positif
0.139;0.779;0.082;-0.34;negatif
0.0;0.81;0.19;0.5719;positif
0.223;0.686;0.091;-0.5574;negatif
0.0;0.8;0.2;0.25;positif
0.191;0.769;0.039;-0.8655;negatif
0.158;0.605;0.237;0.1779;positif
0.0;0.657;0.343;0.5719;positif
0.0;0.948;0.052;0.3612;positif
0.145;0.684;0.171;-0.1027;negatif
0.216;0.654;0.131;-0.3182;negatif
0.227;0.652;0.121;-0.7717;negatif
0.323;0.61;0.067;-0.8494;negatif
0.185;0.707;0.109;-0.34;negatif
0.0;0.714;0.286;0.25;positif
0.0;0.667;0.333;0.25;positif
0.0;0.561;0.439;0.5719;positif
0.423;0.577;0.0;-0.765;negatif
0.167;0.735;0.098;-0.34;negatif
0.214;0.503;0.283;0.0258;positif
0.385;0.533;0.082;-0.8126;negatif
0.386;0.227;0.386;0.0;neutral
0.354;0.469;0.177;-0.5267;negatif
0.302;0.444;0.253;-0.2732;negatif
0.366;0.269;0.366;0.0;neutral
0.1;0.826;0.074;-0.2263;negatif
0.0;0.838;0.162;0.4019;positif
0.162;0.838;0.0;-0.6597;negatif
0.18;0.705;0.114;-0.4939;negatif
0.137;0.763;0.1;-0.2263;negatif
0.173;0.761;0.066;-0.4767;negatif
0.115;0.573;0.312;0.8074;positif
0.292;0.601;0.107;-0.6486;negatif
0.185;0.652;0.163;-0.1027;negatif
0.258;0.606;0.136;-0.3818;negatif
0.151;0.711;0.138;-0.0772;negatif
0.158;0.698;0.144;-0.0772;negatif
0.177;0.729;0.094;-0.3818;negatif
0.098;0.832;0.07;-0.3947;negatif
0.279;0.574;0.148;-0.3818;negatif
0.485;0.515;0.0;-0.765;negatif
0.166;0.732;0.102;-0.3182;negatif
0.058;0.942;0.0;-0.4902;negatif
0.125;0.772;0.103;-0.296;negatif
0.085;0.849;0.066;-0.1761;negatif
0.164;0.836;0.0;-0.8573;negatif
0.054;0.946;0.0;-0.5267;negatif
0.151;0.803;0.046;-0.6808;negatif
0.219;0.695;0.086;-0.6124;negatif
0.283;0.717;0.0;-0.743;negatif
0.095;0.836;0.07;-0.2263;negatif
0.244;0.564;0.192;-0.34;negatif
0.225;0.775;0.0;-0.7269;negatif
0.094;0.821;0.085;-0.0935;negatif
0.0;0.947;0.053;0.1027;positif
0.13;0.827;0.044;-0.6486;negatif
0.047;0.768;0.186;0.7178;positif
0.137;0.706;0.157;0.0;neutral
0.06;0.801;0.139;0.5267;positif
0.181;0.819;0.0;-0.6486;negatif
0.143;0.802;0.055;-0.4767;negatif
0.143;0.589;0.268;0.4559;positif
0.126;0.743;0.13;-0.2023;negatif
0.102;0.845;0.054;-0.3612;negatif
0.147;0.733;0.121;-0.1531;negatif
0.119;0.772;0.109;-0.0772;negatif
0.12;0.777;0.102;-0.128;negatif
0.19;0.67;0.14;-0.2263;negatif
0.0;0.828;0.172;0.3612;positif
0.278;0.633;0.089;-0.6694;negatif
0.122;0.789;0.09;-0.2263;negatif
0.254;0.746;0.0;-0.7003;negatif
0.154;0.768;0.078;-0.5023;negatif
0.403;0.597;0.0;-0.6597;negatif
0.062;0.938;0.0;-0.4404;negatif
0.0;0.949;0.051;0.2732;positif
0.0;0.913;0.087;0.2023;positif
0.309;0.594;0.097;-0.7003;negatif
0.276;0.524;0.2;-0.383;negatif
0.266;0.734;0.0;-0.8271;negatif
0.181;0.819;0.0;-0.8807;negatif
0.18;0.716;0.103;-0.5994;negatif
0.11;0.89;0.0;-0.1531;negatif
0.0;0.357;0.643;0.6602;positif
0.272;0.4;0.328;-0.0772;negatif
0.267;0.634;0.098;-0.7227;negatif
0.189;0.556;0.256;0.0516;positif
0.204;0.599;0.198;-0.0258;negatif
0.143;0.588;0.269;0.4588;positif
0.264;0.736;0.0;-0.8658;negatif
0.403;0.597;0.0;-0.4019;negatif
0.255;0.714;0.031;-0.9118;negatif
0.164;0.531;0.304;0.4404;positif
0.231;0.559;0.21;-0.1531;negatif
0.251;0.749;0.0;-0.9371;negatif
0.142;0.719;0.14;-0.2732;negatif
0.17;0.83;0.0;-0.8225;negatif
0.179;0.739;0.082;-0.7184;negatif
0.103;0.782;0.116;0.2023;positif
0.182;0.642;0.176;-0.0258;negatif
0.345;0.655;0.0;-0.9657;negatif
0.27;0.73;0.0;-0.9517;negatif
0.264;0.678;0.058;-0.891;negatif
0.315;0.685;0.0;-0.9657;negatif
0.0;0.957;0.043;0.1531;positif
0.305;0.681;0.014;-0.9788;negatif
0.363;0.637;0.0;-0.9607;negatif
0.246;0.754;0.0;-0.7351;negatif
0.262;0.556;0.183;-0.4588;negatif
0.195;0.46;0.345;0.3818;positif
0.21;0.432;0.358;0.34;positif
0.155;0.636;0.209;0.0516;positif
0.164;0.676;0.159;-0.0258;negatif
0.145;0.598;0.256;0.3818;positif
0.112;0.691;0.197;0.3818;positif
0.184;0.667;0.149;-0.3041;negatif
0.0;0.655;0.345;0.7003;positif
0.202;0.613;0.184;-0.1531;negatif
0.204;0.721;0.075;-0.6486;negatif
0.134;0.746;0.119;-0.0772;negatif
0.267;0.648;0.085;-0.6705;negatif
0.079;0.816;0.105;0.0258;positif
0.162;0.747;0.091;-0.6994;negatif
0.265;0.602;0.133;-0.5106;negatif
0.129;0.646;0.224;0.3612;positif
0.077;0.866;0.057;-0.2263;negatif
0.186;0.768;0.046;-0.8271;negatif
0.116;0.852;0.031;-0.6249;negatif
0.248;0.511;0.241;-0.0258;negatif
0.132;0.789;0.079;-0.4215;negatif
0.151;0.756;0.093;-0.3182;negatif
0.274;0.726;0.0;-0.7783;negatif
0.507;0.493;0.0;-0.8834;negatif
0.224;0.44;0.336;0.4215;positif
0.101;0.716;0.182;0.1779;positif
0.115;0.727;0.157;0.2815;positif
0.421;0.451;0.128;-0.5994;negatif
0.0;0.751;0.249;0.6486;positif
0.11;0.694;0.196;0.3321;positif
0.201;0.651;0.148;-0.2263;negatif
0.208;0.719;0.074;-0.5975;negatif
0.147;0.519;0.333;0.5106;positif
0.147;0.736;0.117;-0.1779;negatif
